PK,실소유(연)면적,공부면적,건물구분,건물용도,준공년도,20년 4월,20년 5월,20년 6월,20년 7월,20년 8월,20년 9월,20년 10월,20년 11월,20년 12월,21년 1월,21년 2월,21년 3월,21년 4월,21년 5월,21년 6월,21년 7월,21년 8월,21년 9월,평균
11440-886,17752.93,17752.93,사무소,업무시설,1996,12.89602374,14.46713687,16.74147647,18.77197114,19.98333239,16.56046033,14.08552466,16.46232474,22.1052001,25.39478703,20.83950255,20.3592043,18.08376382,37.88002523,42.81448426,24.08552609,23.90804849,19.35724616,384.7960384
11440-886,5905.92,5905.92,사무소,업무시설,1996,12.89602374,14.46713687,16.74147647,18.77197114,19.98333239,16.56046033,14.08552466,16.46232474,22.1052001,25.39478703,20.83950255,20.3592043,18.08376382,37.88002523,42.81448426,24.08552609,23.90804849,19.35724616,384.7960384
11440-886,1946.5,1946.5,사무소,교육연구 및 복지시설,1996,12.89602374,14.46713687,16.74147647,18.77197114,19.98333239,16.56046033,14.08552466,16.46232474,22.1052001,25.39478703,20.83950255,20.3592043,18.08376382,37.88002523,42.81448426,24.08552609,23.90804849,19.35724616,384.7960384
11440-886,10830.25,10830.25,기타,교육연구 및 복지시설,1996,12.89602374,14.46713687,16.74147647,18.77197114,19.98333239,16.56046033,14.08552466,16.46232474,22.1052001,25.39478703,20.83950255,20.3592043,18.08376382,37.88002523,42.81448426,24.08552609,23.90804849,19.35724616,384.7960384
11440-886,4854.53,4854.53,기타,기타,1996,12.89602374,14.46713687,16.74147647,18.77197114,19.98333239,16.56046033,14.08552466,16.46232474,22.1052001,25.39478703,20.83950255,20.3592043,18.08376382,37.88002523,42.81448426,24.08552609,23.90804849,19.35724616,384.7960384
11440-9745,3871.3,3871.3,사무소,교육연구 및 복지시설,19861020,13.07480691,11.33017333,17.77167876,17.30852685,21.33482293,14.92812492,10.29447472,17.41650092,22.67100199,24.09171338,27.79692868,21.7986852,15.37564901,29.66729522,33.66091494,19.0986232,18.6241056,14.44224162,350.6862682
11440-1491,20059,20059,사무소,위험물저장 및 처리시설,,45.77184869,35.73812892,35.81420719,38.22574499,36.55776468,35.51420041,30.1887211,34.52374738,38.94346458,51.47054218,56.12136508,41.85022889,33.75435199,61.35641172,61.52005178,32.25144718,45.98142281,39.98846429,755.5721139
11440-15841,4261.61,4261.61,사무소,업무시설,19880525,23.80432513,18.0108574,13.71834823,15.84330805,18.1573396,19.83188279,14.61079263,15.72199239,23.14354199,32.02023414,35.84103191,28.4375506,25.05297294,36.3133886,27.97745453,16.31760063,19.58796089,18.46450051,402.855083
11440-17249,2819.83,2819.83,기타,교육연구 및 복지시설,19991124,14.64707092,11.90568226,14.53979495,19.16241405,20.80471163,18.71478068,10.5101194,20.52384364,29.02985286,31.33726147,28.89429505,19.97283524,13.2846661,21.36937333,28.00487973,19.12047889,24.87632233,18.02528876,364.7236713
11440-100267283,1667.21,68406.94,기타,기타,20200423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11440-100220172,1723.52,1723.52,기타,운동시설,20140620,7.481636418,5.79511697,6.497168585,5.723316237,15.04783815,8.505993548,8.225172902,19.63191608,20.03240461,17.34705719,33.49903105,22.59967973,15.7530809,26.59818279,31.26682603,21.17483406,23.9160265,16.47747053,305.5727523
11440-1034,2871.98,2871.98,사무소,업무시설,,7.208996499,6.207416267,6.197742758,6.415024651,6.745412186,5.794431847,6.051151892,8.409999838,11.81358675,12.73926714,11.19150571,7.877956847,7.238761141,12.90297268,12.35530325,7.020735133,6.713415195,5.929116856,148.8127966
11440-1036,166503.34,164814,기타,운동시설,,17.64170338,21.48270905,23.15239055,25.47305974,28.26427387,22.81778044,20.62979265,18.90800637,21.9061863,25.54902867,21.09617583,19.32920455,18.31490371,40.50158051,46.81971834,27.00036555,26.23479691,23.01899902,448.1406754
11440-1305,17172.95,17172.95,기타,판매 및 영업시설,,66.36968247,75.91103782,89.62329268,95.41911074,102.4300452,82.17175343,68.21371257,68.80404355,75.36119485,81.31404286,68.04779114,68.3370819,65.63851675,143.0477695,164.1948921,104.348224,95.86114448,85.42714772,1600.520484
11440-100185972,11593.08,11593.08,기타,의료시설,20081121,15.84496907,14.41495341,18.11005298,22.87095377,27.54362644,28.61744839,15.83804206,16.59736903,20.95495427,25.12642192,23.94504916,18.61941546,16.18010834,28.95021789,36.73024317,27.50803441,32.42939554,27.64210835,417.9233637
11440-100190272,4708.28,4708.28,기타,제2종 근린생활시설,20091213,10.40009297,7.293196074,7.567385076,8.223356233,8.215257824,7.913302847,5.574597919,6.055874818,8.226248522,12.7278072,27.13024977,13.37105229,7.688861216,13.99405135,14.19882542,9.060963143,12.07183605,9.481501971,189.1944607
11440-953,29819.48,30221.27,기타,분뇨 및 쓰레기처리시설,,3.212722596,38.41624932,20.98248339,4.02950358,12.48187429,3.097833049,4.236837365,39.62411128,48.15857856,8.607585726,8.568173285,8.778093987,6.599986,63.97826049,49.81580321,5.257223931,5.540871766,6.691973724,338.0781655
11440-953,2122.4,2122.4,기타,공공용시설,,3.212722596,38.41624932,20.98248339,4.02950358,12.48187429,3.097833049,4.236837365,39.62411128,48.15857856,8.607585726,8.568173285,8.778093987,6.599986,63.97826049,49.81580321,5.257223931,5.540871766,6.691973724,338.0781655
11440-953,1269.87,1269.87,사무소,업무시설,,3.212722596,38.41624932,20.98248339,4.02950358,12.48187429,3.097833049,4.236837365,39.62411128,48.15857856,8.607585726,8.568173285,8.778093987,6.599986,63.97826049,49.81580321,5.257223931,5.540871766,6.691973724,338.0781655
11440-953,1127.09,1127.09,기타,기타,,3.212722596,38.41624932,20.98248339,4.02950358,12.48187429,3.097833049,4.236837365,39.62411128,48.15857856,8.607585726,8.568173285,8.778093987,6.599986,63.97826049,49.81580321,5.257223931,5.540871766,6.691973724,338.0781655
11440-100264683,2197.68,2197.68,기타,문화 및 집회시설,20191108,0,0,0,0,0,0,2.364993994,7.004886972,8.833064868,10.54737268,20.00109206,9.950493247,11.67731426,20.28138765,22.47870482,17.27947199,20.09494103,17.61357431,168.1272979
11440-100209793,3762.32,3762.32,기타,미등록,20120919,2.473473814,2.927382572,3.315507453,4.840231559,8.772645602,3.672202258,2.890835974,4.931598057,5.598208021,5.604786408,3.985772077,3.710210721,3.08526388,6.451205639,8.360399966,5.236396691,7.772730656,4.129765676,87.75861702
11440-1458,4441,4441,기타,공공용시설,,80.34603753,80.8943367,79.99248051,78.06220614,54.01869554,41.29472537,70.88940784,76.28993012,65.99799134,73.7468508,71.75819461,62.56326243,73.07484749,148.732376,150.8382041,76.23685574,79.83815654,74.82140286,1439.395962
11440-1458,1687,1687,기타,공공용시설,,80.34603753,80.8943367,79.99248051,78.06220614,54.01869554,41.29472537,70.88940784,76.28993012,65.99799134,73.7468508,71.75819461,62.56326243,73.07484749,148.732376,150.8382041,76.23685574,79.83815654,74.82140286,1439.395962
11440-33548,45223.13,77190.64,기타,공장,20080328,10.19689693,10.5626699,12.14735362,13.1106116,13.0943661,12.34019759,10.73613329,11.93577032,13.52155844,14.05790909,11.66494085,12.40079756,11.02263824,21.93618941,25.2459236,14.02221176,13.94611445,12.22875921,244.171042
11440-100206967,18659.46,18659.46,기타,교육연구 및 복지시설,20120725,8.496950073,7.096266451,9.444003203,8.491644453,15.91951214,11.00120261,8.648160236,12.86082234,16.27498867,26.73236525,18.88004798,13.12875614,8.995678332,17.39182163,16.77106411,9.690714522,14.18192166,11.68297475,235.6888946
11440-100238414,81969.81,81969.81,기타,기타,20160314,29.67833275,31.94409404,33.48036716,35.76303712,35.97801873,34.92968142,33.32818916,33.90791487,36.28237473,37.95874822,31.82090233,32.90064146,31.15421777,63.29880029,64.67564884,34.5721839,33.82578706,31.38127701,666.8802169
11440-33737,29759.37,29759.37,사무소,업무시설,20060809,16.99169547,15.36357762,17.83075048,18.88040089,18.72238503,19.26296562,16.35713702,15.2194228,16.00192475,17.42831826,17.76929986,14.59733929,16.68647535,32.48806186,37.20857792,19.93993885,20.98284356,20.05470827,351.7858229
11440-100189794,3864.49,3864.49,사무소,업무시설,20091020,6.788931787,4.575120909,8.089038657,10.65438363,15.61998064,7.41423836,6.618145991,12.23699867,20.3713838,25.56113717,15.50256541,9.663114408,5.926463518,10.61615323,14.81036773,12.41703537,12.12598791,7.333311511,206.3243587
11470-21395,2062.07,2062.07,기타,자동차관련시설,20070327,0,0,0,0,0,0,0,0,0,0,2.632548847,2.815253604,0,0,0,0,0,0,5.447802451
11470-100191796,39324.84,39324.84,기타,의료시설,20110301,25.18248008,24.33660251,25.4896142,29.72403702,31.01551081,32.93887528,26.63003842,23.78275411,24.75450631,27.68990287,27.79060258,22.78079199,24.60093925,47.51012337,51.85531588,30.27536794,36.46084765,36.05553131,548.8738416
11470-100220515,16117.88,16117.88,기타,분뇨 및 쓰레기처리시설,,75.15260438,27.26343074,44.73746759,66.90373564,109.59665,148.078532,75.72869115,100.1680596,250.6409802,341.1585342,179.985092,110.9633416,141.7221918,75.97279788,131.0672011,143.3684456,228.9958302,90.44001124,2341.943597
11470-100220515,13167.3,13167.3,기타,공공용시설,,75.15260438,27.26343074,44.73746759,66.90373564,109.59665,148.078532,75.72869115,100.1680596,250.6409802,341.1585342,179.985092,110.9633416,141.7221918,75.97279788,131.0672011,143.3684456,228.9958302,90.44001124,2341.943597
11470-100220515,5841.52,5841.52,기타,기타,,75.15260438,27.26343074,44.73746759,66.90373564,109.59665,148.078532,75.72869115,100.1680596,250.6409802,341.1585342,179.985092,110.9633416,141.7221918,75.97279788,131.0672011,143.3684456,228.9958302,90.44001124,2341.943597
11470-12245,6863.75,6863.75,기타,교육연구 및 복지시설,19900227,9.391367693,8.148133309,12.43835367,8.616499727,14.27055181,13.7380805,7.597231834,12.38987434,15.34631215,12.3550173,17.26384994,14.71487889,14.28697869,25.44083045,23.7684939,16.16364961,24.09743216,17.53910035,267.5666363
11470-88,22124.96,22124.96,기타,문화 및 집회시설,,10.79508463,10.75010306,17.56390109,18.70923504,25.891292,29.05140689,19.32457305,17.80114813,17.14810426,15.68342576,17.6962403,16.11716606,16.08221317,32.12362338,33.86989141,20.27385619,23.74338527,23.62018985,366.2448395
11470-88,19114.5,19114.5,기타,문화 및 집회시설,,10.79508463,10.75010306,17.56390109,18.70923504,25.891292,29.05140689,19.32457305,17.80114813,17.14810426,15.68342576,17.6962403,16.11716606,16.08221317,32.12362338,33.86989141,20.27385619,23.74338527,23.62018985,366.2448395
11470-88,14700.12,14700.12,기타,문화 및 집회시설,,10.79508463,10.75010306,17.56390109,18.70923504,25.891292,29.05140689,19.32457305,17.80114813,17.14810426,15.68342576,17.6962403,16.11716606,16.08221317,32.12362338,33.86989141,20.27385619,23.74338527,23.62018985,366.2448395
11470-19053,6203.65,6203.65,기타,교육연구 및 복지시설,19881021,10.18364189,5.339396968,6.135097886,5.5778856,6.543808887,9.997017885,4.587581504,7.343056104,14.14884786,8.835604846,11.64383065,9.076309914,12.10972573,21.23967342,20.62439048,8.583817591,13.703344,15.25928284,190.9323141
11470-4588,3472.08,3472.08,사무소,교육연구 및 복지시설,19971202,15.59195065,13.71641782,16.93206954,19.08085355,20.55561796,15.05891281,8.692556047,16.94791019,16.76099053,16.16062994,12.01513214,12.48322331,12.24640561,22.06127163,29.08818345,18.94066381,24.10313126,23.14318794,313.5791082
11470-14265,4328.73,4328.73,사무소,자동차관련시설,20001103,41.18396158,27.59065592,28.98892978,29.14457589,41.04292714,46.38127118,33.64941911,44.97346797,38.2546382,40.46671888,44.38328332,10.34125483,1.012017382,0.063529026,0.063529026,0.031764513,0.031764513,0.031764513,427.6354728
11470-17338,3353.79,3353.79,기타,교육연구 및 복지시설,19790630,22.53984725,16.06325147,11.77940966,11.9272877,15.67738222,14.00913315,12.54652697,22.03844829,28.69064923,27.45910248,26.58338725,20.00050413,16.55309746,25.05608442,27.99978154,14.26329852,12.98785048,13.5423931,339.7174353
11470-5270,1535.83,1535.83,사무소,제1종 근린생활시설,19960918,2.265061888,2.039450981,2.05198492,1.853232454,1.991105786,1.930226653,1.557789599,2.15583756,2.465604917,3.914170188,3.328656166,2.193439378,1.54525566,1.983943535,1.819211762,0.821868306,0.852307873,0.827239994,35.59638762
11470-488,8385.89,8385.89,기타,자동차관련시설,,6.8058503,5.596537574,5.894790967,5.62088047,6.149015469,6.706996976,5.304211148,7.997805483,10.20157842,11.42676695,12.11493003,9.27506664,9.33348959,15.93634131,16.46130115,9.257709097,7.072775444,6.413612162,157.5696592
11500-937,4945.5,4945.5,사무소,업무시설,19830225,16.37099383,15.09983824,14.7033667,18.07921343,20.36851683,22.17793954,14.06222829,15.55636437,19.90643009,32.371651,31.9974219,22.98311596,17.92407239,29.0352846,29.57243959,18.67975938,23.97179254,20.16110606,383.0215347
11500-20643,7844.67,7844.67,기타,업무시설,19760114,0.225758381,0.144779831,0.109724182,0.095701922,0.095351366,0.119189207,0.078875211,0.171422125,0.291312445,0.883402361,1.107057403,0.65659231,0.257308465,0.344246476,0.232068398,0.118838651,0.165462664,0.139521484,5.236612882
11500-391,2701.17,2701.17,사무소,공공용시설,,11.23821042,8.17903389,8.460874553,11.01946397,11.94266327,12.67925845,9.807281267,11.78314205,17.16728083,26.3840955,30.22480696,18.16637176,14.80839056,24.64186187,26.04957712,15.22951467,18.87796735,16.8419885,293.501783
11500-391,1262.7,1262.7,사무소,교육연구 및 복지시설,,11.23821042,8.17903389,8.460874553,11.01946397,11.94266327,12.67925845,9.807281267,11.78314205,17.16728083,26.3840955,30.22480696,18.16637176,14.80839056,24.64186187,26.04957712,15.22951467,18.87796735,16.8419885,293.501783
11500-391,5243.54,5243.54,사무소,교육연구 및 복지시설,,11.23821042,8.17903389,8.460874553,11.01946397,11.94266327,12.67925845,9.807281267,11.78314205,17.16728083,26.3840955,30.22480696,18.16637176,14.80839056,24.64186187,26.04957712,15.22951467,18.87796735,16.8419885,293.501783
11500-14114,2764.8,2764.8,기타,교육연구 및 복지시설,19990607,11.54586227,9.607295284,9.233308015,14.05436198,16.52407046,16.24258536,10.69444444,12.72849754,13.682364,15.64778646,16.20876736,12.42413556,12.93339482,21.23969184,20.87167245,15.23401331,17.79125072,15.63286675,262.2963686
11500-100201153,2466.33,2466.33,기타,자동차관련시설,20081223,5.469158628,4.1723938,4.031901651,3.388536814,3.515648757,3.500038519,3.594814968,4.286125539,4.269400283,7.024607413,8.16303982,6.85177977,5.441283202,8.36708794,8.469669509,4.101032709,4.108837828,4.108837828,92.86419498
11500-568,5347.7,5347.7,사무소,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,2552.7,2552.7,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,1332.8,1332.8,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,1818.27,1818.27,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,2402.3,2402.3,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,1289.5,1289.5,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,2750.2,2750.2,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-568,2248.8,2248.8,기타,교육연구 및 복지시설,,10.4857835,11.3255132,14.39602193,13.3431085,12.1028943,10.73836542,11.07038123,15.88703302,18.32372817,19.81002168,15.84521229,16.6686217,13.1884483,23.79548642,28.28866505,13.12354966,12.17072549,11.33928344,271.9028433
11500-20324,2286.62,2286.62,기타,자동차관련시설,20080126,3.342160044,2.471442566,2.503914074,2.370420096,2.417323386,2.371622744,2.351177721,2.424539276,3.141317753,6.303080529,6.86110941,5.484076935,4.493094611,6.030079331,5.832844985,2.767294085,5.030678469,6.152749473,72.34892549
11500-575,5215,5215,기타,공공용시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-575,7980,7980,기타,분뇨 및 쓰레기처리시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-575,1609,1609,기타,공공용시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-575,1085,1085,기타,공공용시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-575,1085,1085,기타,공공용시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-575,2616,2616,기타,공공용시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-575,2616,2616,기타,공공용시설,,0.373499745,0.362268466,0.383058279,0.379951755,0.353426822,0.357608681,0.303363996,0.308023782,0.291893754,0.297031467,0.300615917,0.273971502,0.307545855,0.59382397,0.600514944,0.291535309,0.300257472,0.29727043,6.375662146
11500-100291352,7878.39,7878.39,기타,자동차관련시설,20170310,3.552692873,3.345353556,3.350938453,3.476598645,3.762475582,3.928975336,3.356174294,3.59667394,5.179643303,7.045348098,6.594367631,4.352031316,3.344306387,6.092424975,6.341651023,3.247966907,3.548504199,3.437155307,77.55328183
11500-100322632,21133.86,21133.86,기타,판매 및 영업시설,20190429,0.704095229,0.601428229,0.509691557,0.589977411,0.489522501,0.438644431,0.413660827,0.63109626,0.815740712,1.099538844,0.762260183,1.091080853,1.173578797,3.679616502,5.217149163,1.513199671,0.538839095,0.412229474,20.68134974
11500-100202794,9159.44,9159.44,사무소,업무시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202794,4041.11,4041.11,사무소,자동차관련시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202794,15259.2,15259.2,사무소,자동차관련시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202794,1037.53,1037.53,기타,자동차관련시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202794,1500.11,1500.11,기타,자동차관련시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202794,18857.98,18857.98,사무소,자동차관련시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202794,2816.63,2816.63,사무소,자동차관련시설,20090519,0.370443885,0.307678634,0.312438084,0.354331163,0.390324506,0.405693565,0.301233545,0.466128668,0.425326297,0.5413379,0.49884989,0.472821646,0.364643305,0.625371945,0.688930438,0.355570603,0.519722063,0.417889656,7.818735793
11500-100202855,3676.05,3676.05,사무소,자동차관련시설,20090603,114.1083925,115.422942,126.0597546,145.8054833,152.6055392,135.6184883,123.2077102,144.5825553,172.8687108,186.6197798,158.746357,153.9227064,136.8920263,276.3581787,296.4084396,175.43542,165.4992932,147.3006579,2927.462435
11500-100202855,1285.28,1285.28,기타,자동차관련시설,20090603,114.1083925,115.422942,126.0597546,145.8054833,152.6055392,135.6184883,123.2077102,144.5825553,172.8687108,186.6197798,158.746357,153.9227064,136.8920263,276.3581787,296.4084396,175.43542,165.4992932,147.3006579,2927.462435
11500-100223199,16788.05,16788.05,기타,자동차관련시설,20120515,3.729230018,3.513496207,3.764120907,4.236212663,4.883741709,4.566611369,3.82882467,4.667352671,7.189488952,11.08088789,8.189694455,4.571525579,4.027850167,7.250752768,8.086496049,4.424754513,4.33498828,4.19116574,96.53719461
11530-20835,2799.36,2799.36,기타,교육연구 및 복지시설,19970110,7.494480881,5.653524377,6.512113483,10.28440429,13.69027206,14.65495685,7.513145862,8.824606339,13.88576317,17.38888532,17.80442673,11.73143147,9.323648977,14.70603995,17.56865855,13.57042324,17.0971222,15.21785337,222.9217571
11530-14082,2821.8,2821.8,사무소,자동차관련시설,20021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11530-9378,2821.8,2821.8,사무소,자동차관련시설,19760608,80.49147168,61.238064,66.77053721,62.86172462,73.78635469,71.98228734,69.73722575,80.4413587,103.7539179,117.4447846,134.1123624,91.04526569,72.88432101,138.8730957,139.1737736,77.75530286,92.43840659,71.5312705,1606.321525
11530-14982,2537.6,2537.6,기타,교육연구 및 복지시설,19840720,15.19132251,12.10710908,9.996059269,12.16454524,22.32315968,12.97081888,18.0447076,16.39423077,27.94215006,31.17266315,36.81657866,28.90339297,23.95954839,33.59256778,31.81963272,23.44479035,25.35969026,17.16474228,399.3677096
11530-6525,1326.18,1326.18,기타,공공용시설,19770829,28.17434285,23.60614698,22.39514998,37.56579047,112.7512856,86.20681205,26.23965073,21.60509886,24.61392873,39.87788234,44.42119471,30.99239922,29.45376947,58.00343845,120.6103244,30.02608997,35.25577222,50.03035033,821.8294274
11530-4556,4986,4986,기타,교육연구 및 복지시설,20020729,9.540372487,7.911663491,10.27589466,13.04074911,15.92043659,16.36352224,11.39062431,14.25148064,17.64625519,18.40282393,18.879141,14.16101732,13.83719556,29.05312597,30.30115055,16.82691598,22.30862392,19.4256133,299.5366062
11530-898,5437.66,5437.66,기타,교육연구 및 복지시설,,7.520971691,6.624069647,6.853251513,6.504324105,8.02580621,9.275442143,7.005510746,9.041977986,10.83942995,11.35045,13.69349755,11.15616088,9.893043656,15.52568365,16.00212817,9.294791754,10.27115408,9.020090721,177.8977845
11530-898,6207.46,6207.46,기타,자동차관련시설,,7.520971691,6.624069647,6.853251513,6.504324105,8.02580621,9.275442143,7.005510746,9.041977986,10.83942995,11.35045,13.69349755,11.15616088,9.893043656,15.52568365,16.00212817,9.294791754,10.27115408,9.020090721,177.8977845
11530-100224473,83312.04,83312.04,기타,문화 및 집회시설,20150915,8.339373307,8.844757982,11.07380432,11.1519732,15.49993226,11.38717044,8.008314775,11.57701855,11.7910704,13.5069053,14.85231771,9.770123636,9.342874957,16.20710248,25.97758786,13.228924,13.70142315,13.29607623,227.5567506
11530-630,4150.73,4150.73,사무소,업무시설,19920522,15.13118343,10.96484896,18.20067747,22.38656663,27.8778796,20.88500333,12.71173475,18.57221661,31.65786077,43.19216606,36.41913192,19.56654305,15.4298369,25.30495623,37.07214011,25.91470707,27.7279603,20.66634632,429.6817595
11530-100217252,1072,1072,기타,운동시설,20140630,11.74906716,9.732742537,8.26795709,7.290578358,8.409048507,8.344916045,7.706156716,12.60331157,15.05573694,44.93120336,36.80690299,23.88036381,14.81203358,23.75979478,24.84748134,12.61100746,8.106343284,6.20545709,285.1201026
11530-100200876,12834,12834,기타,자동차관련시설,20111220,4.450555187,3.972095328,4.253428868,4.54311885,5.215919548,4.974225539,4.087585639,3.885316894,4.535405211,5.504538191,5.380691438,4.726317766,5.131712326,9.000102069,9.402496881,4.239287197,4.503479318,4.218503227,92.02477948
11530-100237113,5714.8,5714.8,기타,교육연구 및 복지시설,20170831,21.55228529,19.71118849,25.08819206,27.87486001,35.12712606,34.37259397,25.39808917,30.84727375,36.57315217,41.54931056,38.53840029,31.05900469,31.06092952,53.38603276,60.67920137,36.48027927,38.90171135,33.62046791,621.8200987
11545-8019,1795.04,1795.04,기타,문화 및 집회시설,19771208,2.800930329,2.195409454,3.20989469,3.376333673,2.609129214,3.609348251,0.713309931,3.059307037,8.063572487,9.862698646,10.61880717,7.859090306,6.995192723,11.53025875,13.48948336,6.953979261,10.05449976,9.185846778,116.1870918
11545-16153,1270.43,1623.52,기타,운동시설,19900103,16.79312857,14.31144025,10.66124398,10.28286998,10.81704504,16.78199992,10.5722148,11.5626644,12.69778641,13.16518959,14.01096678,10.61672939,11.26219093,21.83440573,23.9043341,13.16518959,19.34158877,14.07773866,255.8587269
11545-13599,3070.94,3070.94,기타,교육연구 및 복지시설,19750811,18.84919601,11.66377396,9.91935694,9.935475783,11.10230092,12.0801774,8.591343367,15.76422854,23.23352133,31.17652901,28.04678698,21.15508606,13.86578702,23.29351925,20.64644702,12.28345393,14.99679251,12.87626916,299.4800452
11545-100207186,2482.87,2482.87,기타,교육연구 및 복지시설,,10.03475816,8.062141796,9.410077853,12.52018833,16.06668895,16.19738448,9.574001055,13.51923379,19.16240077,23.83310443,17.63725044,13.78284002,10.65943847,15.72555148,18.51003073,13.6621128,16.3081434,12.10816515,256.7735121
11545-4276,5055.99,5055.99,기타,교육연구 및 복지시설,20040716,15.15550382,11.7109228,13.05438011,16.79811155,23.58066727,17.09617414,16.9335451,28.75053031,30.80814124,32.66450553,33.86273891,25.50773984,26.03261283,28.55309104,28.65099481,16.95910886,23.20319384,25.09273663,414.4146986
11545-245,1959.3,1959.3,사무소,교육연구 및 복지시설,,5.772254218,4.247574258,4.680933475,5.200059083,7.081637898,7.384461169,4.478967456,6.229758811,9.489636237,12.91048284,13.9985339,9.6976386,6.867096162,10.98916476,11.20949133,6.626145419,8.216470623,6.586406153,141.6667124
